Container is store 10000 languages:
Cartoon: name = ExRQwvmycn  year = 1945  legacy = PUPPET, calculation = 194.5
Documentary: name = hStuErmMz  year = 1999  duration = 81 , calculation = 222.11
Documentary: name = LgkCZJleK  year = 1999  duration = 25 , calculation = 222.11
Fiction: name = laLEZKvPc  year = 1999  director = VaqsXl , quotient = 222.11
Cartoon: name = pMlYAnbyF  year = 1999  legacy = DRAW, calculation = 222.11
Cartoon: name = pQEmvwFXD  year = 2000  legacy = DRAW, calculation = 222.22
Cartoon: name = hyztsopwh  year = 2000  legacy = PLASTICINE, calculation = 222.22
Fiction: name = ncvjcTIzD  year = 2000  director = RZrjinpPX , quotient = 222.22
Documentary: name = gwlPsLyHi  year = 2000  duration = 19 , calculation = 222.22
Documentary: name = BGuXkRrsr  year = 2000  duration = 83 , calculation = 222.22
Documentary: name = RMffieXJD  year = 2000  duration = 15 , calculation = 222.22
Documentary: name = XvaPWfseX  year = 2000  duration = 67 , calculation = 222.22
Documentary: name = tJqBsrWnr  year = 2000  duration = 17 , calculation = 222.22
Documentary: name = IFfKUlQfJ  year = 2000  duration = 98 , calculation = 222.22
Cartoon: name = TqrgHkpJu  year = 2000  legacy = DRAW, calculation = 222.22
Documentary: name = QIURWyCBm  year = 2000  duration = 69 , calculation = 222.22
Cartoon: name = rgQuZEhwM  year = 2000  legacy = DRAW, calculation = 222.22
Documentary: name = xfWSHnMDU  year = 2000  duration = 77 , calculation = 222.22
Documentary: name = JtMOjfChj  year = 2000  duration = 33 , calculation = 222.22
Fiction: name = COnDlMtbr  year = 2000  director = PXzbssqW , quotient = 222.22
Cartoon: name = gviRfLiQp  year = 2000  legacy = PLASTICINE, calculation = 222.22
Documentary: name = JUKBetxjg  year = 2000  duration = 69 , calculation = 222.22
Fiction: name = RPEEhJctv  year = 2001  director = znKftBAw , quotient = 222.33
Cartoon: name = iKdXumjKd  year = 2001  legacy = PLASTICINE, calculation = 222.33
Documentary: name = JeFWDyZJC  year = 2001  duration = 9 , calculation = 222.33
Fiction: name = wSBDeOeja  year = 2001  director = QTYCSdGni , quotient = 222.33
Fiction: name = BVAoRFktD  year = 2001  director = rbUNff , quotient = 222.33
Documentary: name = FUtRNNcJq  year = 2001  duration = 63 , calculation = 222.33
Fiction: name = zstCNNknU  year = 2001  director = YEHLfh , quotient = 222.33
Fiction: name = CcpTGUmxI  year = 2001  director = VlMUoAzrX , quotient = 222.33
Cartoon: name = YkiIZcedx  year = 2001  legacy = PUPPET, calculation = 222.33
Cartoon: name = vWrdHIryL  year = 2001  legacy = DRAW, calculation = 222.33
Documentary: name = smsfQLDii  year = 2001  duration = 46 , calculation = 222.33
Cartoon: name = MZbGKuZuc  year = 2001  legacy = DRAW, calculation = 222.33
Documentary: name = GaGqMImpg  year = 2001  duration = 33 , calculation = 222.33
Fiction: name = pOwqNPnXt  year = 2001  director = WbYAaifl , quotient = 222.33
Cartoon: name = NqIOlfXag  year = 2001  legacy = PLASTICINE, calculation = 222.33
Cartoon: name = bXMDMYiVN  year = 2001  legacy = PUPPET, calculation = 222.33
Cartoon: name = PVnpALAsr  year = 2001  legacy = DRAW, calculation = 222.33
Fiction: name = UiOfptdWu  year = 2001  director = iPuzPgq , quotient = 222.33
Cartoon: name = kUthkwuYr  year = 2001  legacy = PUPPET, calculation = 222.33
Fiction: name = ZzYDYEIvX  year = 2001  director = kqFEsoL , quotient = 222.33
Fiction: name = fEaeOZxXk  year = 2001  director = CNpLXcLDMI , quotient = 222.33
Cartoon: name = CoSQgKoIl  year = 2001  legacy = DRAW, calculation = 222.33
Fiction: name = bLiMZxUKu  year = 2001  director = NmfdwAeHJe , quotient = 222.33
Fiction: name = IMBNjJPXL  year = 2002  director = xZPqE , quotient = 222.44
Fiction: name = BXyFoMwXD  year = 2002  director = tKTCS , quotient = 222.44
Cartoon: name = YbHFazYYZ  year = 2002  legacy = PUPPET, calculation = 222.44
Documentary: name = NLGObVtsO  year = 2002  duration = 9 , calculation = 222.44
Cartoon: name = IoisXYgUm  year = 2002  legacy = DRAW, calculation = 222.44
Cartoon: name = iMkkfcCRy  year = 2002  legacy = PLASTICINE, calculation = 222.44
Fiction: name = pkdjnVfpX  year = 2002  director = zLsAwkPt , quotient = 222.44
Documentary: name = TluhKGcse  year = 2002  duration = 60 , calculation = 222.44
Fiction: name = XDQPBaAAU  year = 2002  director = hlphBhxw , quotient = 222.44
Documentary: name = pNvCmxQym  year = 2002  duration = 74 , calculation = 222.44
Documentary: name = ZdSsDsYEr  year = 2002  duration = 88 , calculation = 222.44
Documentary: name = YokqlHtGv  year = 2002  duration = 18 , calculation = 222.44
Documentary: name = esnlJodhO  year = 2002  duration = 83 , calculation = 222.44
Documentary: name = ibUccEfEd  year = 2002  duration = 18 , calculation = 222.44
Cartoon: name = yhxHhVpBj  year = 2002  legacy = PLASTICINE, calculation = 222.44
Fiction: name = ZLKGJHNXM  year = 2002  director = MJNeYjJH , quotient = 222.44
Documentary: name = kviLSYPXa  year = 2002  duration = 25 , calculation = 222.44
Documentary: name = dxtUhRyQA  year = 2002  duration = 9 , calculation = 222.44
Fiction: name = PkjcwvjvX  year = 2002  director = WmpWvR , quotient = 222.44
Documentary: name = prbToKdCJ  year = 2003  duration = 46 , calculation = 222.56
Cartoon: name = qfqdELmlf  year = 2003  legacy = PUPPET, calculation = 222.56
Cartoon: name = LvjsfHgPN  year = 2003  legacy = PLASTICINE, calculation = 222.56
Documentary: name = yglCvlVLi  year = 2003  duration = 12 , calculation = 222.56
Fiction: name = YOZgqDIaJ  year = 2003  director = HqGktUA , quotient = 222.56
Documentary: name = LIVfYLMqs  year = 2003  duration = 40 , calculation = 222.56
Cartoon: name = KJckGwIxS  year = 2003  legacy = PUPPET, calculation = 222.56
Documentary: name = wlPOImAeS  year = 2003  duration = 64 , calculation = 222.56
Fiction: name = Oeyvfktme  year = 2003  director = XklbS , quotient = 222.56
Cartoon: name = QYgCxLVqc  year = 2003  legacy = PLASTICINE, calculation = 222.56
Fiction: name = EwKfYpeLJ  year = 2003  director = TyObVavUb , quotient = 222.56
Cartoon: name = vdHIqtHFJ  year = 2003  legacy = PLASTICINE, calculation = 222.56
Documentary: name = VNlCreGIb  year = 2003  duration = 94 , calculation = 222.56
Cartoon: name = sPrljfXBr  year = 2003  legacy = PLASTICINE, calculation = 222.56
Fiction: name = DTggTNDSP  year = 2003  director = zCGsO , quotient = 222.56
Documentary: name = KXZftBqWU  year = 2003  duration = 74 , calculation = 222.56
Fiction: name = IwieDLPIc  year = 2003  director = nZCmsHtuZ , quotient = 222.56
Cartoon: name = vQrfncHdP  year = 2003  legacy = DRAW, calculation = 222.56
Cartoon: name = pGEfmbuuw  year = 2003  legacy = PUPPET, calculation = 222.56
Cartoon: name = NBjOnBMvq  year = 2003  legacy = PUPPET, calculation = 222.56
Fiction: name = OGJAbBSAz  year = 2004  director = whskVnAgg , quotient = 222.67
Documentary: name = pcOzCFtRN  year = 2004  duration = 84 , calculation = 222.67
Fiction: name = djqkeIugE  year = 2004  director = FTLpMnPgEU , quotient = 222.67
Documentary: name = rBkqaDHrm  year = 2004  duration = 32 , calculation = 222.67
Fiction: name = VFCfoGGvN  year = 2004  director = XWAsIvtK , quotient = 222.67
Documentary: name = xPjCYltlw  year = 2004  duration = 67 , calculation = 222.67
Documentary: name = nTbehATwK  year = 2004  duration = 92 , calculation = 222.67
Fiction: name = DeIUjBGZF  year = 2004  director = GcMVotytxR , quotient = 222.67
Cartoon: name = GmGJeWOqB  year = 2004  legacy = DRAW, calculation = 222.67
Fiction: name = IVdYuwbjv  year = 2004  director = ksOQvNxW , quotient = 222.67
Fiction: name = DHOfebtiW  year = 2004  director = AvczCzhjKD , quotient = 222.67
Documentary: name = lQRSDmWoy  year = 2004  duration = 77 , calculation = 222.67
Cartoon: name = AZHLLxdtE  year = 2004  legacy = PLASTICINE, calculation = 222.67
Documentary: name = kVypnaJun  year = 2004  duration = 54 , calculation = 222.67
Fiction: name = qaLFKygnp  year = 2004  director = XcueCfuljI , quotient = 222.67
Cartoon: name = TpPuHrjHV  year = 2004  legacy = DRAW, calculation = 222.67
Documentary: name = POfZGJWzy  year = 2004  duration = 21 , calculation = 222.67
Fiction: name = KvlSzrVyS  year = 2004  director = yEMxK , quotient = 222.67
Documentary: name = OYlVCRPhM  year = 2004  duration = 86 , calculation = 222.67
Cartoon: name = xiMomYcLW  year = 2005  legacy = DRAW, calculation = 222.78
Fiction: name = mnTZjgjZJ  year = 2005  director = uztKTxaesz , quotient = 222.78
Documentary: name = tsmAVXfyM  year = 2005  duration = 45 , calculation = 222.78
Documentary: name = deTWjcNMD  year = 2005  duration = 52 , calculation = 222.78
Cartoon: name = tBQkwPXBL  year = 2005  legacy = PLASTICINE, calculation = 222.78
Cartoon: name = uJiSVmOgz  year = 2005  legacy = DRAW, calculation = 222.78
Fiction: name = sJjbnYcxC  year = 2005  director = TfiYLzj , quotient = 222.78
Fiction: name = RxJYAqXeF  year = 2005  director = SsWmA , quotient = 222.78
Cartoon: name = kZLSXDjBQ  year = 2005  legacy = PUPPET, calculation = 222.78
Cartoon: name = IpNZhxVFJ  year = 2005  legacy = PUPPET, calculation = 222.78
Fiction: name = vbpkFuPJU  year = 2005  director = cDbGsNHzz , quotient = 222.78
Fiction: name = weMTGaMYe  year = 2005  director = qXWXbhB , quotient = 222.78
Documentary: name = vvoAmMmFN  year = 2005  duration = 84 , calculation = 222.78
Documentary: name = YfAVkTlKX  year = 2005  duration = 63 , calculation = 222.78
Fiction: name = yUHBwBrkh  year = 2005  director = sECLtyeXZE , quotient = 222.78
Fiction: name = UwNdWqjhd  year = 2005  director = pBePI , quotient = 222.78
Documentary: name = fQfqIjRxr  year = 2005  duration = 84 , calculation = 222.78
Fiction: name = pdqqJBUql  year = 2005  director = QOQtm , quotient = 222.78
Fiction: name = whVUgIXwD  year = 2005  director = UjDVkw , quotient = 222.78
Cartoon: name = UvmxpXBfR  year = 2006  legacy = DRAW, calculation = 222.89
Cartoon: name = BrNufAzGF  year = 2006  legacy = DRAW, calculation = 222.89
Fiction: name = PFjdHCmyH  year = 2006  director = vmmWaLp , quotient = 222.89
Documentary: name = vrogUsqjU  year = 2006  duration = 6 , calculation = 222.89
Documentary: name = eRuWiEPWf  year = 2006  duration = 53 , calculation = 222.89
Cartoon: name = ZAGVEKKjG  year = 2006  legacy = DRAW, calculation = 222.89
Fiction: name = oyzTFOBCW  year = 2006  director = YmcUippiK , quotient = 222.89
Documentary: name = YsDuRAjJd  year = 2006  duration = 78 , calculation = 222.89
Cartoon: name = YPqwoUPtl  year = 2006  legacy = DRAW, calculation = 222.89
Fiction: name = OqNCBFIPc  year = 2006  director = EOkfQwSNhE , quotient = 222.89
Documentary: name = RbFCgQWts  year = 2006  duration = 28 , calculation = 222.89
Documentary: name = BWPmuubTU  year = 2006  duration = 97 , calculation = 222.89
Fiction: name = StKnHdlja  year = 2006  director = rakgegy , quotient = 222.89
Cartoon: name = EQNJYpQVV  year = 2006  legacy = PLASTICINE, calculation = 222.89
Cartoon: name = GYIWMaeHz  year = 2006  legacy = DRAW, calculation = 222.89
Fiction: name = SLMPIRDvc  year = 2006  director = xMhfaBlghE , quotient = 222.89
Documentary: name = rXgBLWvTT  year = 2006  duration = 46 , calculation = 222.89
Documentary: name = inrQxOOuT  year = 2006  duration = 28 , calculation = 222.89
Cartoon: name = KhojrcqnK  year = 2006  legacy = PLASTICINE, calculation = 222.89
Documentary: name = BrUKzUSqX  year = 2006  duration = 53 , calculation = 222.89
Documentary: name = RMMXiTkYb  year = 2006  duration = 81 , calculation = 222.89
Fiction: name = vcfjMQZxf  year = 2006  director = UUFLtIxR , quotient = 222.89
Cartoon: name = TzjsOXlHB  year = 2006  legacy = PLASTICINE, calculation = 222.89
Cartoon: name = YrwQjRzYs  year = 2006  legacy = PUPPET, calculation = 222.89
Cartoon: name = qCMvOUFyC  year = 2006  legacy = PLASTICINE, calculation = 222.89
Cartoon: name = ypVoDnrDn  year = 2006  legacy = PUPPET, calculation = 222.89
Cartoon: name = jKcoDZgAq  year = 2006  legacy = PUPPET, calculation = 222.89
Cartoon: name = tLEmZiJtV  year = 2007  legacy = PLASTICINE, calculation = 223.0
Cartoon: name = HoZEcLaMr  year = 2007  legacy = DRAW, calculation = 223.0
Cartoon: name = RSyRNPozI  year = 2007  legacy = PUPPET, calculation = 223.0
Documentary: name = DcwNUvtsz  year = 2007  duration = 43 , calculation = 223.0
Documentary: name = zClUfSzgB  year = 2007  duration = 93 , calculation = 223.0
Documentary: name = CLesuPUfU  year = 2007  duration = 31 , calculation = 223.0
Fiction: name = hlPIZQnDT  year = 2007  director = xWsgP , quotient = 223.0
Cartoon: name = lHDCJeQiG  year = 2007  legacy = PUPPET, calculation = 223.0
Cartoon: name = ePmsDHFbL  year = 2007  legacy = DRAW, calculation = 223.0
Documentary: name = kHcxsbwhx  year = 2007  duration = 49 , calculation = 223.0
Cartoon: name = pgqptTtFJ  year = 2007  legacy = PLASTICINE, calculation = 223.0
Fiction: name = BQOzIENkC  year = 2007  director = moSzulMFEn , quotient = 223.0
Documentary: name = isiRksvGb  year = 2007  duration = 89 , calculation = 223.0
Documentary: name = rnrmPcgid  year = 2007  duration = 85 , calculation = 223.0
Fiction: name = InODhXHLA  year = 2007  director = EpxLRDql , quotient = 223.0
Documentary: name = KtZHWpsLH  year = 2007  duration = 19 , calculation = 223.0
Fiction: name = PQiuGBWxL  year = 2007  director = SChRjP , quotient = 223.0
Documentary: name = kfuaSQRwf  year = 2007  duration = 9 , calculation = 223.0
Fiction: name = eaeBGxLMf  year = 2007  director = GiIPX , quotient = 223.0
Cartoon: name = jwNTHBvPi  year = 2007  legacy = PLASTICINE, calculation = 223.0
Cartoon: name = RMcPaZcAM  year = 2007  legacy = PLASTICINE, calculation = 223.0
Fiction: name = OLNaCgrfY  year = 2008  director = PxnlyXImM , quotient = 223.11
Fiction: name = HARGxRhdl  year = 2008  director = FNGUUGPRKK , quotient = 223.11
Cartoon: name = HVNFwVNGJ  year = 2008  legacy = PLASTICINE, calculation = 223.11
Cartoon: name = MIeyfJIZk  year = 2008  legacy = PLASTICINE, calculation = 223.11
Documentary: name = qLbSvvCNs  year = 2008  duration = 61 , calculation = 223.11
Cartoon: name = BKNLRjvcC  year = 2008  legacy = PUPPET, calculation = 223.11
Cartoon: name = NpsFYmwiZ  year = 2008  legacy = DRAW, calculation = 223.11
Cartoon: name = yLYOqglNN  year = 2008  legacy = DRAW, calculation = 223.11
Documentary: name = mWRWXTjqU  year = 2008  duration = 27 , calculation = 223.11
Fiction: name = lUfnftUxw  year = 2008  director = xBsNFjK , quotient = 223.11
Fiction: name = LnBLUlSRd  year = 2008  director = AgGqez , quotient = 223.11
Documentary: name = SYDTzwQrv  year = 2008  duration = 11 , calculation = 223.11
Fiction: name = UqnRUueml  year = 2008  director = tREQxxMsrC , quotient = 223.11
Documentary: name = abpBtvEJz  year = 2008  duration = 90 , calculation = 223.11
Cartoon: name = hIiquCZxQ  year = 2008  legacy = PLASTICINE, calculation = 223.11
Fiction: name = SCwFYAXHC  year = 2008  director = TKjtLqGE , quotient = 223.11
Cartoon: name = deCOXIAWy  year = 2008  legacy = PUPPET, calculation = 223.11
Documentary: name = TxEnLTiVK  year = 2009  duration = 5 , calculation = 223.22
Documentary: name = GEUTVOpDS  year = 2009  duration = 60 , calculation = 223.22
Documentary: name = IFTMURuii  year = 2009  duration = 34 , calculation = 223.22
Cartoon: name = adLrpezHB  year = 2009  legacy = DRAW, calculation = 223.22
Cartoon: name = NELmknyVU  year = 2009  legacy = PUPPET, calculation = 223.22
Cartoon: name = XOmTNNTLM  year = 2009  legacy = DRAW, calculation = 223.22
Documentary: name = lMWvYyhTj  year = 2009  duration = 74 , calculation = 223.22
Documentary: name = nFVNmAVqF  year = 2009  duration = 48 , calculation = 223.22
Fiction: name = LsOmpgNxj  year = 2009  director = JiOzJgBc , quotient = 223.22
Fiction: name = rJCThcHKz  year = 2009  director = UqVKLFblb , quotient = 223.22
Fiction: name = bAmesnxEe  year = 2009  director = svpAyz , quotient = 223.22
Cartoon: name = oiGfoBtaD  year = 2009  legacy = DRAW, calculation = 223.22
Documentary: name = utnkfIKgU  year = 2009  duration = 14 , calculation = 223.22
Cartoon: name = QDMxoOYLd  year = 2009  legacy = PUPPET, calculation = 223.22
Documentary: name = nIgqKZvuJ  year = 2009  duration = 52 , calculation = 223.22
Cartoon: name = AsLufHrkX  year = 2009  legacy = PLASTICINE, calculation = 223.22
Fiction: name = qlamQJizn  year = 2009  director = LAUKlBNQwT , quotient = 223.22
Cartoon: name = GhqundbII  year = 2009  legacy = PLASTICINE, calculation = 223.22
Fiction: name = rWuUhynRp  year = 2009  director = CSnbYg , quotient = 223.22
Fiction: name = fVdVRpwkV  year = 2009  director = eKEap , quotient = 223.22
Documentary: name = IBZxjZDGi  year = 2009  duration = 51 , calculation = 223.22
Cartoon: name = bnBCaqCrT  year = 2010  legacy = PLASTICINE, calculation = 223.33
Cartoon: name = sCAbJKbAn  year = 2010  legacy = DRAW, calculation = 223.33
Fiction: name = uvoIkTJve  year = 2010  director = PmxzATWKX , quotient = 223.33
Documentary: name = gdxyJqkHY  year = 2010  duration = 36 , calculation = 223.33
Fiction: name = vIYDYDZha  year = 2010  director = IxgzhLNd , quotient = 223.33
Cartoon: name = iLkoLzGJf  year = 2010  legacy = PLASTICINE, calculation = 223.33
Documentary: name = ErzZiViaE  year = 2010  duration = 27 , calculation = 223.33
Documentary: name = rtaYVVkRM  year = 2010  duration = 57 , calculation = 223.33
Documentary: name = VnpYeRPtM  year = 2010  duration = 84 , calculation = 223.33
Documentary: name = vSPddmoYN  year = 2010  duration = 80 , calculation = 223.33
Cartoon: name = fQfYucPur  year = 2010  legacy = PUPPET, calculation = 223.33
Cartoon: name = fhJEqkdOO  year = 2010  legacy = DRAW, calculation = 223.33
Fiction: name = yOTonhYjJ  year = 2010  director = GAHuA , quotient = 223.33
Documentary: name = xgGSdKoMe  year = 2010  duration = 94 , calculation = 223.33
Fiction: name = IXxNWPHky  year = 2010  director = wCmagX , quotient = 223.33
Cartoon: name = CDkaecLYp  year = 2010  legacy = PUPPET, calculation = 223.33
Fiction: name = wLDIVDxEX  year = 2010  director = ywxYR , quotient = 223.33
Fiction: name = qDAYcfbxl  year = 2010  director = rrhgzM , quotient = 223.33
Fiction: name = AOKJQjALd  year = 2010  director = LCDnec , quotient = 223.33
Cartoon: name = ItBtIOvuI  year = 2010  legacy = PLASTICINE, calculation = 223.33
Documentary: name = dThpOgsgY  year = 2010  duration = 76 , calculation = 223.33
Fiction: name = IRoBgNoQM  year = 2010  director = QAePcjMf , quotient = 223.33
Cartoon: name = jEtImAmds  year = 2010  legacy = PLASTICINE, calculation = 223.33
Fiction: name = lFDSAjedU  year = 2011  director = UuLqnonkh , quotient = 223.44
Fiction: name = EHcLBxcFx  year = 2011  director = afCltoCD , quotient = 223.44
Fiction: name = kRqTtDUiH  year = 2011  director = fZwfNSFrCt , quotient = 223.44
Fiction: name = bpoxXNBvi  year = 2011  director = NsmrJS , quotient = 223.44
Cartoon: name = omkcNNoNj  year = 2011  legacy = PUPPET, calculation = 223.44
Fiction: name = OelJSlVjl  year = 2011  director = cvTtEITX , quotient = 223.44
Documentary: name = edctsFWjS  year = 2011  duration = 98 , calculation = 223.44
Cartoon: name = ZETkGDBda  year = 2011  legacy = PUPPET, calculation = 223.44
Fiction: name = vXxDZLIKc  year = 2011  director = jifgGohrFd , quotient = 223.44
Fiction: name = ZrnvjurGs  year = 2011  director = AMGrEdUDnY , quotient = 223.44
Documentary: name = qfWsaxFqv  year = 2011  duration = 39 , calculation = 223.44
Cartoon: name = PURrkFPkE  year = 2011  legacy = DRAW, calculation = 223.44
Cartoon: name = CELZEyRMP  year = 2011  legacy = PLASTICINE, calculation = 223.44
Fiction: name = jaFXVBobF  year = 2011  director = enyYhWQk , quotient = 223.44
Documentary: name = tMQeUWoBD  year = 2011  duration = 52 , calculation = 223.44
Documentary: name = NKjoLJZxY  year = 2011  duration = 97 , calculation = 223.44
Documentary: name = idNfLmMRF  year = 2011  duration = 82 , calculation = 223.44
Fiction: name = GKCfZZWcR  year = 2011  director = yiyAcRV , quotient = 223.44
Cartoon: name = iWRCUgMbg  year = 2011  legacy = PUPPET, calculation = 223.44
Fiction: name = xerDWSufc  year = 2012  director = vYUHwbBCQc , quotient = 223.56
Cartoon: name = TOTcPEDFN  year = 2012  legacy = DRAW, calculation = 223.56
Fiction: name = owaLPlHTW  year = 2012  director = TaTPck , quotient = 223.56
Cartoon: name = spTjoBVhQ  year = 2012  legacy = DRAW, calculation = 223.56
Cartoon: name = VdesLxZsU  year = 2012  legacy = PLASTICINE, calculation = 223.56
Documentary: name = KRJsbEFZs  year = 2012  duration = 86 , calculation = 223.56
Fiction: name = doTJotERl  year = 2012  director = jQxDNHt , quotient = 223.56
Documentary: name = SwIIQhIad  year = 2012  duration = 15 , calculation = 223.56
Cartoon: name = lZvAnUMPb  year = 2012  legacy = PUPPET, calculation = 223.56
Cartoon: name = ddeOFZCPl  year = 2012  legacy = PLASTICINE, calculation = 223.56
Fiction: name = tsRYBfuTE  year = 2012  director = QAKfMq , quotient = 223.56
Fiction: name = uQmeHfTcq  year = 2012  director = ImNvA , quotient = 223.56
Cartoon: name = oMlhLsUUh  year = 2012  legacy = PUPPET, calculation = 223.56
Cartoon: name = ZEmoFkxCX  year = 2012  legacy = PUPPET, calculation = 223.56
Cartoon: name = HoeTonJiZ  year = 2012  legacy = PLASTICINE, calculation = 223.56
Cartoon: name = ZhYIyahCm  year = 2012  legacy = PUPPET, calculation = 223.56
Fiction: name = EGOExUiZd  year = 2012  director = IIUwEEZ , quotient = 223.56
Documentary: name = VUKLAEdfV  year = 2012  duration = 32 , calculation = 223.56
Documentary: name = vbqkgTsQK  year = 2012  duration = 36 , calculation = 223.56
Documentary: name = gdgjCgNPM  year = 2012  duration = 57 , calculation = 223.56
Documentary: name = TVRdULrJE  year = 2013  duration = 47 , calculation = 223.67
Cartoon: name = HhqlvSFtS  year = 2013  legacy = PLASTICINE, calculation = 223.67
Fiction: name = IUmgkKTMW  year = 2013  director = tpEIqPxA , quotient = 223.67
Cartoon: name = GGZlJHyJl  year = 2013  legacy = PUPPET, calculation = 223.67
Cartoon: name = MWhhGnUKl  year = 2013  legacy = PLASTICINE, calculation = 223.67
Fiction: name = TDgVnqTHZ  year = 2013  director = ytaxmui , quotient = 223.67
Cartoon: name = mXeYIzMfk  year = 2013  legacy = DRAW, calculation = 223.67
Documentary: name = hyYzHzeDY  year = 2013  duration = 19 , calculation = 223.67
Documentary: name = xKlZKtarl  year = 2013  duration = 11 , calculation = 223.67
Fiction: name = liqLTMorM  year = 2013  director = StynBer , quotient = 223.67
Cartoon: name = ioMgkfDYI  year = 2013  legacy = PLASTICINE, calculation = 223.67
Documentary: name = VUsGconoT  year = 2013  duration = 85 , calculation = 223.67
Fiction: name = NvcXtgwgC  year = 2013  director = WoacoBgeJ , quotient = 223.67
Cartoon: name = ESuwcKujr  year = 2013  legacy = PLASTICINE, calculation = 223.67
Cartoon: name = piDQSkcea  year = 2013  legacy = DRAW, calculation = 223.67
Documentary: name = jHiHqxMTl  year = 2013  duration = 88 , calculation = 223.67
Fiction: name = wmTgHcLnH  year = 2013  director = KoVyovsGF , quotient = 223.67
Cartoon: name = VmHKRgbQu  year = 2013  legacy = PLASTICINE, calculation = 223.67
Fiction: name = yraTotxJi  year = 2014  director = cWCMrE , quotient = 223.78
Cartoon: name = EhDyRUuyi  year = 2014  legacy = DRAW, calculation = 223.78
Fiction: name = ijngkDhyD  year = 2014  director = WtUXDQfG , quotient = 223.78
Documentary: name = DEuhhqIqH  year = 2014  duration = 10 , calculation = 223.78
Fiction: name = rkRvDuRVe  year = 2014  director = cneZSZvvFE , quotient = 223.78
Documentary: name = PaRXkCkmG  year = 2014  duration = 56 , calculation = 223.78
Documentary: name = FrvcqyxHx  year = 2014  duration = 48 , calculation = 223.78
Fiction: name = uoZDvEDvM  year = 2014  director = vJloUK , quotient = 223.78
Cartoon: name = haBsFLjzt  year = 2014  legacy = DRAW, calculation = 223.78
Cartoon: name = AxmuNjlKz  year = 2014  legacy = PUPPET, calculation = 223.78
Cartoon: name = OCTYJEaQr  year = 2014  legacy = PLASTICINE, calculation = 223.78
Cartoon: name = xeLuVWGBe  year = 2014  legacy = PLASTICINE, calculation = 223.78
Fiction: name = DYOGqypte  year = 2014  director = yQOEqLaWO , quotient = 223.78
Cartoon: name = cZWAVgaoi  year = 2014  legacy = PLASTICINE, calculation = 223.78
Cartoon: name = oTnOrLYan  year = 2014  legacy = DRAW, calculation = 223.78
Fiction: name = ECGNqewDa  year = 2014  director = mcULPCfI , quotient = 223.78
Cartoon: name = oUJcmyDmi  year = 2014  legacy = PUPPET, calculation = 223.78
Fiction: name = seYVIXvvx  year = 2014  director = mikaxcTw , quotient = 223.78
Cartoon: name = LggCElnNQ  year = 2014  legacy = PLASTICINE, calculation = 223.78
Fiction: name = NgrAtNkxZ  year = 2014  director = PWgRMzLs , quotient = 223.78
Cartoon: name = XDDMMPQIP  year = 2014  legacy = PUPPET, calculation = 223.78
Cartoon: name = GBiNYnOJn  year = 2014  legacy = PUPPET, calculation = 223.78
Cartoon: name = tGuwsmDvV  year = 2014  legacy = PLASTICINE, calculation = 223.78
Documentary: name = vTtrLpZHI  year = 2015  duration = 47 , calculation = 223.89
Documentary: name = JZINDHPGi  year = 2015  duration = 81 , calculation = 223.89
Documentary: name = WezholyoC  year = 2015  duration = 31 , calculation = 223.89
Documentary: name = xnfTKFyXr  year = 2015  duration = 61 , calculation = 223.89
Cartoon: name = meYkKmdaL  year = 2015  legacy = PUPPET, calculation = 223.89
Documentary: name = gFJIxQtXu  year = 2015  duration = 35 , calculation = 223.89
Documentary: name = bVrfLXbKA  year = 2015  duration = 62 , calculation = 223.89
Documentary: name = EZxKAdhtY  year = 2015  duration = 7 , calculation = 223.89
Documentary: name = rdCAoUaia  year = 2015  duration = 12 , calculation = 223.89
Cartoon: name = sUCUmGABO  year = 2015  legacy = PLASTICINE, calculation = 223.89
Cartoon: name = LLOyTLwKv  year = 2015  legacy = PUPPET, calculation = 223.89
Cartoon: name = qyiJrTOXB  year = 2015  legacy = PLASTICINE, calculation = 223.89
Cartoon: name = uAKbHSncD  year = 2015  legacy = DRAW, calculation = 223.89
Cartoon: name = uSREAFUlb  year = 2015  legacy = PLASTICINE, calculation = 223.89
Fiction: name = mLMixiAtZ  year = 2015  director = EIzanJ , quotient = 223.89
Fiction: name = FGAjJZXpv  year = 2015  director = OVoIcJIJo , quotient = 223.89
Cartoon: name = BbWehhByE  year = 2015  legacy = PLASTICINE, calculation = 223.89
Fiction: name = RZlXxQYSc  year = 2015  director = ntOzAMd , quotient = 223.89
Fiction: name = quaqqnTzK  year = 2015  director = QgRXaDP , quotient = 223.89
Documentary: name = kVbgtZAXE  year = 2015  duration = 34 , calculation = 223.89
Documentary: name = wWUTYBieM  year = 2015  duration = 51 , calculation = 223.89
Cartoon: name = TQXdBYJxC  year = 2015  legacy = PUPPET, calculation = 223.89
Documentary: name = cHORNQgtD  year = 2015  duration = 63 , calculation = 223.89
Documentary: name = GOEfoyVoz  year = 2015  duration = 71 , calculation = 223.89
Documentary: name = pnyiVTkum  year = 2016  duration = 78 , calculation = 224.0
Fiction: name = kHpQndosu  year = 2016  director = udKarr , quotient = 224.0
Fiction: name = OJbpRoSyz  year = 2016  director = HSNEcP , quotient = 224.0
Documentary: name = vNtRaoOwu  year = 2016  duration = 33 , calculation = 224.0
Fiction: name = bbHWFJXej  year = 2016  director = VJEki , quotient = 224.0
